gene_symbol_a	clone_id_a	gene_symbol_b	clone_id_b	category	aa_seq_pct_identity	PDI_Jaccard_d	PPI_Jaccard_d	activation_abs_fold_change_log2
ZNF302	ZNF302-3	ZNF302	ZNF302-5	isoforms	19.901719901719904			
ZNF302	ZNF302-3	ZNF302	ZNF302-1	isoforms	88.73873873873875			
ZNF473	ZNF473-1	ZNF473	ZNF473-2	isoforms	8.610792192881746			3.1705258217252625
SPIB	SPIB-2	SPIB	SPIB-1	isoforms	28.26086956521739			1.0503577605487258
ZNF177	ZNF177-1	ZNF177	ZNF177-3	isoforms	34.890965732087224			
ZNF177	ZNF177-1	ZNF177	ZNF177-2	isoforms	35.13513513513514			
ZNF544	ZNF544-1	ZNF544	ZNF544-6	isoforms	11.468531468531468			1.4107879678676516
ZNF544	ZNF544-1	ZNF544	ZNF544-7	isoforms	7.777777777777778			3.028852215060301
ZNF544	ZNF544-1	ZNF544	ZNF544-2	isoforms	71.88811188811188			0.2846264158760896
ZNF544	ZNF544-1	ZNF544	ZNF544-3	isoforms	66.993006993007			0.149376808172251
ZNF544	ZNF544-1	ZNF544	ZNF544-5	isoforms	12.447552447552448			3.382341199141024
ZNF254	ZNF254-1	ZNF254	ZNF254-2	isoforms	12.89833080424886			
ZNF613	ZNF613-1	ZNF613	ZNF613-2	isoforms	94.0032414910859			1.5752863700497328
NFIC	NFIC-1	NFIC	NFIC-3	isoforms	83.85826771653542			1.1429022199087513
NFIC	NFIC-1	NFIC	NFIC-2	isoforms	81.88976377952756			0.2331895903218617
ZNF549	ZNF549-1	ZNF549	ZNF549-2	isoforms	11.35303265940902			
ZNF230	ZNF230-1	ZNF230	ZNF230-2	isoforms	17.22689075630252			0.5959895630263401
ZNF548	ZNF548-1	ZNF548	ZNF548-2	isoforms	96.5137614678899			0.1171101563386989
ZNF559	ZNF559-1	ZNF559	ZNF559-2	isoforms	15.625			
ZNF559	ZNF559-1	ZNF559	ZNF559-3	isoforms	14.31095406360424			
ZNF223	ZNF223-1	ZNF223	ZNF223-2	isoforms	16.70103092783505			
ZNF419	ZNF419-1	ZNF419	ZNF419-2	isoforms	97.45098039215686			
ZNF419	ZNF419-1	ZNF419	ZNF419-3	isoforms	90.58823529411764			
ETV2	ETV2-2	ETV2	ETV2-1	isoforms	92.43243243243244			
ETV2	ETV2-2	ETV2	ETV2-3	isoforms	72.80701754385966			
ETV2	ETV2-2	ETV2	ETV2-4	isoforms	45.32163742690059			
NFIX	NFIX-1	NFIX	NFIX-2	isoforms	97.95918367346938	0.25	0.0	0.3641789138298583
NFIX	NFIX-1	NFIX	NFIX-3	isoforms	90.702947845805	0.0	0.33333333333333337	0.9372635035457202
NFIX	NFIX-1	NFIX	NFIX-4	isoforms	75.28344671201815	0.0		1.0574321354772886
ZNF101	ZNF101-1	ZNF101	ZNF101-2	isoforms	0.5405405405405406			
ZNF264	ZNF264-1	ZNF264	ZNF264-3	isoforms	8.950617283950617			0.7311657436780381
ZNF264	ZNF264-1	ZNF264	ZNF264-4	isoforms	8.88888888888889			2.544064990532822
ZNF264	ZNF264-1	ZNF264	ZNF264-2	isoforms	94.896331738437			0.4521347879443989
ZNF430	ZNF430-4	ZNF430	ZNF430-1	isoforms	87.60330578512396			0.1895537379956349
ZNF430	ZNF430-4	ZNF430	ZNF430-2	isoforms	95.53571428571428			0.2993965672145851
ZNF430	ZNF430-4	ZNF430	ZNF430-3	isoforms	99.08256880733946			0.3135367039038523
ZNF175	ZNF175-1	ZNF175	ZNF175-2	isoforms	14.165497896213184			2.0630522341648128
ZNF175	ZNF175-1	ZNF175	ZNF175-3	isoforms	4.166666666666666			
ZBTB32	ZBTB32-1	ZBTB32	ZBTB32-2	isoforms	72.48157248157248			
ERF	ERF-1	ERF	ERF-2	isoforms	86.13138686131386			
MEIS3	MEIS3-4	MEIS3	MEIS3-2	isoforms	80.12958963282938			0.5851603970475021
MEIS3	MEIS3-4	MEIS3	MEIS3-5	isoforms	95.2			
MEIS3	MEIS3-4	MEIS3	MEIS3-1	isoforms	72.88801571709233			
MEIS3	MEIS3-4	MEIS3	MEIS3-3	isoforms	76.45788336933045			
ZNF180	ZNF180-2	ZNF180	ZNF180-4	isoforms	9.6045197740113			
ZNF180	ZNF180-2	ZNF180	ZNF180-1	isoforms	3.462603878116344			
ZNF614	ZNF614-1	ZNF614	ZNF614-4	isoforms	28.28282828282828			
ZNF614	ZNF614-1	ZNF614	ZNF614-2	isoforms	29.33333333333333			
ZNF614	ZNF614-1	ZNF614	ZNF614-3	isoforms	29.264214046822744			
ZSCAN18	ZSCAN18-2	ZSCAN18	ZSCAN18-7	isoforms	3.4666666666666663			
ZSCAN18	ZSCAN18-2	ZSCAN18	ZSCAN18-1	isoforms	21.41623488773748		1.0	3.572873730459128
ZNF415	ZNF415-2	ZNF415	ZNF415-3	isoforms	66.97247706422019			0.6360433839016533
ZNF415	ZNF415-2	ZNF415	ZNF415-4	isoforms	63.30275229357798			0.7053270913938119
ZNF599	ZNF599-1	ZNF599	ZNF599-3	isoforms	13.455149501661127			
ZNF599	ZNF599-1	ZNF599	ZNF599-4	isoforms	13.77551020408163			
TEAD2	TEAD2-1	TEAD2	TEAD2-2	isoforms	70.22222222222221		0.6666666666666667	
ZNF433	ZNF433-1	ZNF433	ZNF433-2	isoforms	94.65081723625556			1.0770332665534448
ZNF418	ZNF418-1	ZNF418	ZNF418-2	isoforms	12.04644412191582			1.2467755885809866
ZNF414	ZNF414-2	ZNF414	ZNF414-1	isoforms	94.3217665615142			
ZNF320	ZNF320-1	ZNF320	ZNF320-2	isoforms	11.776061776061775			0.5911735393585416
HNF4A	HNF4A-1	HNF4A	HNF4A-2	isoforms	92.82700421940928			
HNF4A	HNF4A-1	HNF4A	HNF4A-3	isoforms	90.50632911392404		0.25	
HNF4A	HNF4A-1	HNF4A	HNF4A-4	isoforms	79.55010224948876			
ZGPAT	ZGPAT-1	ZGPAT	ZGPAT-2	isoforms	98.04305283757338			
ZNF341	ZNF341-1	ZNF341	ZNF341-2	isoforms	99.18032786885246			
PKNOX1	PKNOX1-1	PKNOX1	PKNOX1-3	isoforms	73.1651376146789	0.7777777777777778	0.8333333333333334	
PKNOX1	PKNOX1-1	PKNOX1	PKNOX1-2	isoforms	99.77064220183486	0.0	0.16666666666666663	
PKNOX1	PKNOX1-1	PKNOX1	PKNOX1-4	isoforms	72.93577981651376	0.8888888888888888	0.8	
PATZ1	PATZ1-1	PATZ1	PATZ1-2	isoforms	68.64784546805349		0.9285714285714286	1.8734879646901108
PATZ1	PATZ1-1	PATZ1	PATZ1-3	isoforms	79.40717628705148		0.4375	1.2391691670708138
TBX22	TBX22-2	TBX22	TBX22-1	isoforms	98.0806142034549			
ZNF449	ZNF449-1	ZNF449	ZNF449-2	isoforms	24.485981308411212			
ZIC3	ZIC3-2	ZIC3	ZIC3-3	isoforms	88.60759493670885	0.19999999999999996		1.470214288143708
ZIC3	ZIC3-2	ZIC3	ZIC3-1	isoforms	87.36616702355461	0.17647058823529416		0.2085115213350206
FOXP3	FOXP3-3	FOXP3	FOXP3-6	isoforms	91.87935034802784			2.8315888796545394
FOXP3	FOXP3-3	FOXP3	FOXP3-1	isoforms	89.86784140969164			2.3796540533992565
FOXP3	FOXP3-3	FOXP3	FOXP3-4	isoforms	94.19953596287704			2.409458070023172
FOXP3	FOXP3-3	FOXP3	FOXP3-5	isoforms	90.41095890410958			3.0717131670017266
HDX	HDX-1	HDX	HDX-2	isoforms	94.40993788819875			
HSFY1	HSFY1-1	HSFY1	HSFY1-2	isoforms	44.5273631840796			
ZFY	ZFY-1	ZFY	ZFY-2	isoforms	90.2621722846442		0.0	1.212267932966986
